ond,avg_daily_searches,nb_days
CFE-YVR,2.0,1
PAR-VDE,2.0,1
BIQ-VIE,2.0,1
NCE-LHE,2.0,1
NCE-VGO,2.0,1
NCE-GRZ,2.0,1
LYS-LAD,2.0,1
TLS-HAN,2.0,1
TLS-ANC,2.0,1
MPL-ALC,2.0,1
PAR-BOH,2.0,1
MRS-CVG,2.0,1
ETZ-LYS,2.0,1
BOD-EIN,2.0,1
LYS-RIX,2.0,1
TLS-OMA,2.0,1
CFR-CLY,2.0,1
NCE-POA,2.0,1
LIG-PTP,2.0,1
BIA-PRG,2.0,1
ETZ-BKK,2.0,1
BES-YMQ,2.0,1
BSL-MAH,2.0,1
BOD-ANK,2.0,1
NCE-MAA,2.0,1
LYS-EBL,2.0,1
BSL-MEL,2.0,1
AUR-TYO,2.0,1
BSL-BKI,2.0,1
NCE-CWL,2.0,1
MRS-VTE,2.0,1
TLS-SPC,2.0,1
MRS-SDR,2.0,1
BSL-SKG,2.0,1
MPL-MIA,2.0,1
PAR-RGN,2.0,1
MRS-TPA,2.0,1
BIA-GVA,2.0,1
CMF-DUB,2.0,1
NCE-ADL,2.0,1
BOD-LCA,2.0,1
PUF-BIQ,2.0,1
PAR-TSN,2.0,1
PAR-PSE,2.0,1
RNS-BUD,2.0,1
ETZ-IST,2.0,1
LIL-LIM,2.0,1
MRS-SEL,2.0,1
NTE-IZM,2.0,1
LYS-PGF,2.0,1
TLS-IZM,2.0,1
NCE-GEO,2.0,1
PGF-SXB,2.0,1
SXB-MUC,2.0,1
LIL-WAW,2.0,1
ETZ-NTE,2.0,1
MRS-SAV,2.0,1
LDE-WAW,2.0,1
TLS-SKB,2.0,1
PAR-UGC,2.0,1
LYS-PUS,2.0,1
SXB-BOS,2.0,1
LIL-ABJ,2.0,1
BSL-CHS,2.0,1
BIA-BER,2.0,1
RNS-ROM,2.0,1
GNO-FNC,2.0,1
ETZ-SEZ,2.0,1
SXB-DUS,2.0,1
MPL-NCE,2.0,1
NCE-ALB,2.0,1
CLY-SAO,2.0,1
LYS-BOJ,2.0,1
AJA-MIL,2.0,1
LYS-LIR,2.0,1
BSL-SUF,2.0,1
PAR-MKC,2.0,1
BOD-BEG,2.0,1
RNS-BRS,2.0,1
BIQ-MPL,2.0,1
BOD-VRA,2.0,1
LYS-CJU,2.0,1
BOD-YTO,2.0,1
LYS-CHS,2.0,1
NCE-LJU,2.0,1
PAR-MST,2.0,1
PAR-VLN,2.0,1
LIL-ACE,2.0,1
LYS-PNA,2.0,1
BSL-BGA,2.0,1
PAR-HUY,2.0,1
CFE-MEX,2.0,1
TLS-EIN,2.0,1
SXB-IEV,2.0,1
PGF-HAM,2.0,1
PAR-TIV,2.0,1
BES-ATH,2.0,1
BIQ-EDI,2.0,1
NCE-SJJ,2.0,1
TLS-CEB,2.0,1
BSL-YTO,2.0,1
PAR-NJF,2.0,1
LYS-CHQ,2.0,1
RNS-MRU,2.0,1
PUF-OPO,2.0,1
CLY-MRS,2.0,1
LIG-AMS,2.0,1
LYS-GOA,2.0,1
LYS-JED,2.0,1
PAR-KZN,2.0,1
LIL-CFR,2.0,1
MPL-PTY,2.0,1
CFE-RIX,2.0,1
MRS-BLR,2.0,1
BOD-EAS,2.0,1
MRS-YYC,2.0,1
SXB-POZ,2.0,1
LIG-CAI,2.0,1
ANE-BER,2.0,1
GNO-LAS,2.0,1
LIL-MVD,2.0,1
TLS-LCA,2.0,1
PUF-BLQ,2.0,1
BIQ-PTP,2.0,1
NCE-CZM,2.0,1
NCE-KTM,2.0,1
MRS-NBO,2.0,1
TLS-YXY,2.0,1
LYS-VLL,2.0,1
ETZ-MLE,2.0,1
PGF-DUS,2.0,1
LIL-LPA,2.0,1
SXB-FSC,2.0,1
PAR-CGR,2.0,1
SXB-SFO,2.0,1
NCE-DEL,2.0,1
BIA-LIS,2.0,1
NCE-VRA,2.0,1
MRS-IZM,2.0,1
MRS-POA,2.0,1
NCE-DCM,2.0,1
NCE-MAO,2.0,1
DCM-MRU,2.0,1
BES-MAN,2.0,1
PAR-ESU,2.0,1
GNO-EXT,2.0,1
BSL-SPU,2.0,1
MPL-DKR,2.0,1
LYS-ZAD,2.0,1
LIL-FAO,2.0,1
MPL-OSL,2.0,1
NTE-AUH,2.0,1
MRS-PPT,2.0,1
MPL-WAW,2.0,1
ANE-LPA,2.0,1
ETZ-PTP,2.0,1
LYS-FNA,2.0,1
MRS-LUN,2.0,1
LYS-GZT,2.0,1
NCE-SDQ,2.0,1
MPL-VLC,2.0,1
CFR-FSC,2.0,1
TLS-YEA,2.0,1
BSL-BTV,2.0,1
BSL-BRE,2.0,1
BSL-DHC,2.0,1
LDE-MAD,2.0,1
LRH-MUC,2.0,1
AJA-VIE,2.0,1
SXB-KRK,2.0,1
LYS-SAL,2.0,1
NCE-SPN,2.0,1
LYS-KYA,2.0,1
PAR-AUR,2.0,1
NTE-LOS,2.0,1
GNO-TNG,2.0,1
RNS-SXM,2.0,1
NCE-PBG,2.0,1
NCE-CFU,2.0,1
BSL-BIA,2.0,1
CMF-LBA,2.0,1
BIQ-DBV,2.0,1
PGF-SOU,2.0,1
LYS-OMA,2.0,1
TLS-JKT,2.0,1
PAR-QSR,2.0,1
BSL-CVG,2.0,1
NCE-INN,2.0,1
BSL-RDU,2.0,1
LYS-RMF,2.0,1
GNO-MUC,2.0,1
LYS-SEZ,2.0,1
PAR-PVH,2.0,1
NTE-EBL,2.0,1
FSC-NCE,2.0,1
RNS-WRO,2.0,1
BOD-CHQ,2.0,1
BIA-HAM,2.0,1
LYS-MVD,2.0,1
LYS-GUA,2.0,1
PAR-AAR,2.0,1
NCE-CAY,2.0,1
BES-NCE,2.0,1
TLS-VIL,2.0,1
SXB-ANK,2.0,1
CFE-DUB,2.0,1
NCE-BNA,2.0,1
NCE-CNX,2.0,1
NTE-SCQ,2.0,1
PUF-PTP,2.0,1
MPL-TYO,2.0,1
SXB-HUY,2.0,1
NTE-CGN,2.0,1
DCM-PAR,2.0,1
NCE-SOU,2.0,1
LDE-MIL,2.0,1
NCE-BRS,2.0,1
NCE-ATQ,2.0,1
TLS-WAS,2.0,1
BSL-SRZ,2.0,1
BSL-AUA,2.0,1
BOD-TRN,2.0,1
LYS-STI,2.0,1
RNS-DBV,2.0,1
BIA-LON,2.0,1
BSL-BGW,2.0,1
NCE-DOH,2.0,1
LIL-CKY,2.0,1
NCE-YEA,2.0,1
PAR-UIP,2.0,1
BES-BIA,2.0,1
ANE-CAY,2.0,1
GNO-BUD,2.0,1
BES-MIA,2.0,1
AJA-BSL,2.0,1
BSL-MEX,2.0,1
NTE-EFL,2.0,1
LIL-BOG,2.0,1
MRS-ABE,2.0,1
BVE-PAR,2.0,1
LIG-PAR,2.0,1
AJA-BER,2.0,1
MPL-FRA,2.0,1
MRS-PSA,2.0,1
MRS-BGW,2.0,1
CFR-MAN,2.0,1
PAR-MWZ,2.0,1
BSL-ROV,2.0,1
SXB-ANC,2.0,1
NCE-ICT,2.0,1
MRS-LFW,2.0,1
SXB-CFU,2.0,1
NCE-ASU,2.0,1
FNI-POZ,2.0,1
PAR-PIT,2.0,1
FSC-MRS,2.0,1
NCE-CLY,2.0,1
GNO-VCE,2.0,1
NTE-TBS,2.0,1
ANE-NAP,2.0,1
TLS-BOD,2.0,1
BSL-BFS,2.0,1
LYS-MPM,2.0,1
AUR-LAX,2.0,1
SXB-BHX,2.0,1
BES-BFS,2.0,1
MPL-BIA,2.0,1
RNS-DJE,2.0,1
BOD-CWL,2.0,1
BSL-SPK,2.0,1
LYS-NBO,2.0,1
BES-BSL,2.0,1
NTE-HRG,2.0,1
MRS-KHV,2.0,1
UIP-PTP,2.0,1
GNO-PAR,2.0,1
NCE-OVD,2.0,1
MRS-NIM,2.0,1
BOD-MLE,2.0,1
CLY-LUX,2.0,1
LYS-BAK,2.0,1
RNS-GLO,2.0,1
BSL-TRI,2.0,1
NTE-NCL,2.0,1
MPL-SDQ,2.0,1
FNI-SSA,2.0,1
PAR-EBB,2.0,1
BOD-OUA,2.0,1
GNO-VIE,2.0,1
MPL-MST,2.0,1
RNS-GLA,2.0,1
RNS-PUF,2.0,1
TLS-BRC,2.0,1
TLS-KGS,2.0,1
TLS-PBG,2.0,1
FSC-BOD,2.0,1
PAR-ADA,2.0,1
BSL-SXM,2.0,1
TLS-NCL,2.0,1
MRS-VGO,2.0,1
BES-NUE,2.0,1
NCE-NUE,2.0,1
BSL-QLS,2.0,1
LYS-MAO,2.0,1
AJA-CFE,2.0,1
LYS-PDL,2.0,1
BIA-LIL,2.0,1
PAR-CTU,2.0,1
PAR-SMI,2.0,1
BSL-OGU,2.0,1
LYS-TPE,2.0,1
MRS-WLG,2.0,1
TLS-CFU,2.0,1
TLS-TGD,2.0,1
LYS-ASU,2.0,1
NCE-DSA,2.0,1
MRS-POZ,2.0,1
CFE-GDL,2.0,1
PAR-GNO,2.0,1
BES-CPH,2.0,1
ETZ-ROM,2.0,1
ETZ-MIL,2.0,1
BSL-BOS,2.0,1
BES-PUJ,2.0,1
BOD-CPT,2.0,1
GNO-ZNZ,2.0,1
TLS-RGN,2.0,1
NCE-SEZ,2.0,1
PAR-CJU,2.0,1
PGF-TUN,2.0,1
MRS-DAD,2.0,1
NCE-PUF,2.0,1
BES-MIR,2.0,1
NCE-PEN,2.0,1
BOD-ULN,2.0,1
EGC-LON,2.0,1
MPL-HAM,2.0,1
TLS-ABZ,2.0,1
MPL-PMO,2.0,1
UIP-NCE,2.0,1
SXB-SSH,2.0,1
TLS-SID,2.0,1
TLS-LIR,2.0,1
BSL-LIR,2.0,1
PAR-LIR,2.0,1
LIL-BSL,2.0,1
BOD-LIR,2.0,1
RNS-OSL,2.0,1
ETZ-SVQ,2.0,1
BOD-VIL,2.0,1
NCE-VAF,2.0,1
PAR-WLS,2.0,1
PAR-JIK,2.0,1
NTE-VRN,2.0,1
BSL-MGQ,2.0,1
FSC-FAO,2.0,1
LIL-BIA,2.0,1
PAR-AKX,2.0,1
NCE-MKC,2.0,1
PAR-BGI,2.0,1
NCE-HOU,2.0,1
PAR-FUK,2.0,1
SXB-CTA,2.0,1
BES-ETZ,2.0,1
NTE-VLL,2.0,1
MRS-BOS,2.0,1
PAR-CPE,2.0,1
NCE-LIR,2.0,1
NCE-AUS,2.0,1
NTE-LIR,2.0,1
MRS-ORK,2.0,1
MRS-TUF,2.0,1
NCE-TNR,2.0,1
PGF-MUC,2.0,1
LYS-LPL,2.0,1
BOD-PPT,2.0,1
PUF-BHX,2.0,1
PUF-OSL,2.0,1
NCE-DTM,2.0,1
DCM-BIA,2.0,1
BSL-SAO,2.0,1
BES-YEA,2.0,1
NTE-CFR,2.0,1
NCE-CVG,2.0,1
NTE-PBG,2.0,1
NTE-HAJ,2.0,1
PAR-STI,1.0,1
LIL-RUN,1.0,1
MRS-YTO,1.0,1
LYS-BUR,1.0,1
SXB-AGA,1.0,1
PAR-GGR,1.0,1
PAR-LNK,1.0,1
MRS-YQB,1.0,1
MRS-BQC,1.0,1
LIL-BJL,1.0,1
MRS-OXF,1.0,1
AJA-TCI,1.0,1
SXB-MBJ,1.0,1
PAR-KGS,1.0,1
BSL-JIB,1.0,1
BSL-TLL,1.0,1
PAR-AEY,1.0,1
PAR-EGS,1.0,1
PAR-JSH,1.0,1
DCM-RAK,1.0,1
LYS-LEI,1.0,1
LYS-SEA,1.0,1
BSL-KBV,1.0,1
LDE-WRO,1.0,1
NTE-BLR,1.0,1
NCE-BJL,1.0,1
PAR-SDF,1.0,1
BSL-ADL,1.0,1
PAR-SJP,1.0,1
DCM-DUS,1.0,1
MPL-JNB,1.0,1
TLS-NDR,1.0,1
LME-FLR,1.0,1
LYS-DFW,1.0,1
NTE-FNA,1.0,1
PAR-KUA,1.0,1
PAR-OLB,1.0,1
TLS-MNL,1.0,1
CLY-AGP,1.0,1
BSL-NAS,1.0,1
BSL-TAS,1.0,1
PAR-UBJ,1.0,1
LIL-DPS,1.0,1
MPL-PIS,1.0,1
SXB-TGU,1.0,1
PUF-RNS,1.0,1
TLS-HNL,1.0,1
BSL-CNX,1.0,1
NTE-YXU,1.0,1
NCE-BPS,1.0,1
AVN-BLL,1.0,1
NTE-BPS,1.0,1
LYS-PLS,1.0,1
GNO-PLS,1.0,1
FNI-ALC,1.0,1
TLS-YXX,1.0,1
PAR-CMX,1.0,1
PIS-ROM,1.0,1
PAR-AXA,1.0,1
NTE-EVN,1.0,1
NCE-DAD,1.0,1
NCE-REC,1.0,1
TLN-NYC,1.0,1
PAR-LOP,1.0,1
PAR-TUL,1.0,1
PAR-ETZ,1.0,1
BOD-YVR,1.0,1
BOD-YXX,1.0,1
PAR-OSS,1.0,1
AJA-JTR,1.0,1
BSL-RVN,1.0,1
MRS-OGG,1.0,1
ETZ-CHI,1.0,1
NCE-SPK,1.0,1
RNS-BHZ,1.0,1
ANE-BHZ,1.0,1
PAR-PAP,1.0,1
SXB-LIL,1.0,1
TLS-EAS,1.0,1
BSL-CPT,1.0,1
BIQ-FSC,1.0,1
BOD-RIX,1.0,1
GNO-EDI,1.0,1
BSL-LBV,1.0,1
BOD-XRY,1.0,1
BSL-MGA,1.0,1
AJA-LON,1.0,1
TUF-LIS,1.0,1
PAR-TKU,1.0,1
PGF-PMI,1.0,1
PAR-JSI,1.0,1
LIL-SJO,1.0,1
LYS-MRV,1.0,1
LIL-CUR,1.0,1
LIL-IST,1.0,1
LIL-VAR,1.0,1
LIL-BUD,1.0,1
BIA-BRU,1.0,1
TLS-KBV,1.0,1
BOD-GMZ,1.0,1
LIL-ALY,1.0,1
PAR-INI,1.0,1
MPL-TLV,1.0,1
LDE-BCN,1.0,1
BSL-REG,1.0,1
LIL-MAN,1.0,1
PAR-PAT,1.0,1
PGF-BUH,1.0,1
PAR-AHB,1.0,1
PAR-ALB,1.0,1
LIL-BES,1.0,1
LYS-POM,1.0,1
NCE-BSB,1.0,1
BES-GVA,1.0,1
BOD-VRN,1.0,1
SXB-SVQ,1.0,1
NCE-CNS,1.0,1
TLS-HPN,1.0,1
LYS-POP,1.0,1
BSL-HOU,1.0,1
SXB-BIQ,1.0,1
PAR-YQG,1.0,1
MRS-ANR,1.0,1
PAR-CGO,1.0,1
NTE-NQZ,1.0,1
BSL-LUX,1.0,1
MRS-EAS,1.0,1
NCE-CWB,1.0,1
NTE-MST,1.0,1
RNS-PRG,1.0,1
PAR-ABE,1.0,1
ETZ-TRN,1.0,1
BOD-BGW,1.0,1
NTE-RIO,1.0,1
MPL-MEX,1.0,1
TLS-SGN,1.0,1
BSL-ORL,1.0,1
TLS-YDF,1.0,1
MPL-KRS,1.0,1
GNO-BRS,1.0,1
BSL-RNS,1.0,1
CFR-BOD,1.0,1
PAR-BVC,1.0,1
NTE-YQU,1.0,1
BES-AGA,1.0,1
QXB-BER,1.0,1
AVN-BER,1.0,1
PAR-ZSA,1.0,1
BOD-ALC,1.0,1
RNS-BER,1.0,1
TUF-BOG,1.0,1
BSL-GOI,1.0,1
PAR-BOJ,1.0,1
BIA-PPT,1.0,1
CFE-YMQ,1.0,1
GNO-OSL,1.0,1
CMF-MIL,1.0,1
RNS-FLR,1.0,1
MPL-ZNZ,1.0,1
TLS-MHT,1.0,1
AVN-ORL,1.0,1
LYS-EXT,1.0,1
NCE-GCM,1.0,1
PAR-DYU,1.0,1
NTE-VIT,1.0,1
CMF-EXT,1.0,1
NCE-GRX,1.0,1
CMF-PAR,1.0,1
LIL-MAA,1.0,1
TLS-NAG,1.0,1
NTE-WAS,1.0,1
NTE-BWI,1.0,1
BIQ-LIM,1.0,1
SXB-HOU,1.0,1
MRS-GDN,1.0,1
TLS-POS,1.0,1
NCE-AVP,1.0,1
SXB-BUE,1.0,1
TLN-BRU,1.0,1
NTE-CKY,1.0,1
MRS-RGN,1.0,1
BOD-RUH,1.0,1
TLS-CLY,1.0,1
NCE-CEB,1.0,1
BSL-GRZ,1.0,1
NCE-CHS,1.0,1
BSL-GBE,1.0,1
LYS-GOI,1.0,1
NTE-OZZ,1.0,1
BES-ACE,1.0,1
BIA-STO,1.0,1
RNS-STO,1.0,1
BSL-BJL,1.0,1
PAR-OKA,1.0,1
LIL-AUS,1.0,1
PAR-MZH,1.0,1
PAR-VAS,1.0,1
TLS-GOI,1.0,1
GNO-YVR,1.0,1
MRS-DAR,1.0,1
RNS-VIE,1.0,1
PAR-ANR,1.0,1
PUF-LIL,1.0,1
PAR-YQU,1.0,1
BIQ-LPA,1.0,1
PAR-SLZ,1.0,1
NCE-BUR,1.0,1
LYS-KBV,1.0,1
NTE-FLL,1.0,1
BIQ-AJA,1.0,1
TLS-ADL,1.0,1
BSL-BNA,1.0,1
QXB-LON,1.0,1
TLS-BJS,1.0,1
BIQ-JCN,1.0,1
MRS-BUF,1.0,1
MRS-CEB,1.0,1
PAR-EUG,1.0,1
MLH-DXB,1.0,1
BVE-MIL,1.0,1
MRS-OKA,1.0,1
MRS-SZG,1.0,1
NCE-ASR,1.0,1
LYS-KIV,1.0,1
SXB-LBA,1.0,1
MRS-PAD,1.0,1
MRS-TIA,1.0,1
NTE-BGO,1.0,1
NTE-SJU,1.0,1
NCE-ABV,1.0,1
MRS-YOW,1.0,1
TLS-BWI,1.0,1
CLY-STO,1.0,1
BSL-BEL,1.0,1
RNS-SSA,1.0,1
AUR-PAR,1.0,1
GNO-SKG,1.0,1
TLS-NQT,1.0,1
NTE-DUS,1.0,1
LIL-DOH,1.0,1
LIL-EIN,1.0,1
LIL-BUE,1.0,1
LYS-PWM,1.0,1
LYS-CEI,1.0,1
BIA-CGN,1.0,1
TLS-CFR,1.0,1
TLS-PNR,1.0,1
TLS-BAQ,1.0,1
MPL-OUD,1.0,1
TLS-WLG,1.0,1
PGF-NCE,1.0,1
MRS-XRY,1.0,1
LYS-SOU,1.0,1
BIQ-GVA,1.0,1
TLS-PEN,1.0,1
PIS-RUN,1.0,1
BSL-LHE,1.0,1
BOD-WAS,1.0,1
BOD-BWI,1.0,1
TLS-MFM,1.0,1
NCE-OKA,1.0,1
BIQ-TLN,1.0,1
BSL-SIN,1.0,1
BOD-SHJ,1.0,1
LYS-DAC,1.0,1
NCE-TBS,1.0,1
BSL-ZAG,1.0,1
PAR-SIA,1.0,1
BSL-FSC,1.0,1
TUF-MAD,1.0,1
MRS-HPN,1.0,1
BIQ-FUE,1.0,1
NTE-WAW,1.0,1
MRS-FKB,1.0,1
LYS-SPK,1.0,1
RNS-VLC,1.0,1
BIA-DUS,1.0,1
RNS-IST,1.0,1
GNO-BHZ,1.0,1
PGF-ZRH,1.0,1
GNO-DOH,1.0,1
MRS-DAC,1.0,1
LIL-DEL,1.0,1
MPL-OPO,1.0,1
NCE-PBI,1.0,1
GNO-LPA,1.0,1
PAR-CJB,1.0,1
SXB-JED,1.0,1
PAR-IDR,1.0,1
BSL-KOA,1.0,1
MRS-MYR,1.0,1
CFE-MOW,1.0,1
NCE-ANK,1.0,1
RNS-TYO,1.0,1
PAR-MAJ,1.0,1
ETZ-RNS,1.0,1
BSL-SCQ,1.0,1
NCE-YHZ,1.0,1
LYS-GCM,1.0,1
NTE-HPN,1.0,1
BIA-MPL,1.0,1
PGF-BER,1.0,1
RNS-RBA,1.0,1
MRS-CLJ,1.0,1
CMF-SOU,1.0,1
NCE-ALF,1.0,1
PAR-CID,1.0,1
RNS-CAY,1.0,1
LRT-TLS,1.0,1
ETZ-SKP,1.0,1
LYS-CWL,1.0,1
SXB-DMM,1.0,1
LYS-PBI,1.0,1
PGF-MAD,1.0,1
LIL-FNA,1.0,1
PAR-PUW,1.0,1
RNS-LIS,1.0,1
TLS-CCJ,1.0,1
NTE-BRS,1.0,1
NCE-FEZ,1.0,1
BOD-DTM,1.0,1
BES-TLN,1.0,1
MPL-BIO,1.0,1
PAR-KIJ,1.0,1
PAR-PUS,1.0,1
LYS-BDS,1.0,1
PAR-TJH,1.0,1
LIL-OSL,1.0,1
BIA-MAD,1.0,1
BES-DCM,1.0,1
PAR-IGU,1.0,1
TLS-MLO,1.0,1
MPL-SVD,1.0,1
LIL-TYO,1.0,1
NCE-JUB,1.0,1
PAR-CFR,1.0,1
LDE-LYS,1.0,1
NCE-SGN,1.0,1
PAR-DLH,1.0,1
LYS-VXE,1.0,1
PAR-DJJ,1.0,1
RNS-BRU,1.0,1
TLS-RHO,1.0,1
PAR-GSP,1.0,1
BIA-FRA,1.0,1
SXB-ZHT,1.0,1
BOD-EVN,1.0,1
PUF-NAP,1.0,1
TLS-MLE,1.0,1
BSL-TUN,1.0,1
NCE-KBV,1.0,1
MRS-CNX,1.0,1
MRS-CCJ,1.0,1
LYS-ABV,1.0,1
BOD-HRG,1.0,1
LYS-SHA,1.0,1
PAR-BKI,1.0,1
MPL-AGP,1.0,1
BIA-MIL,1.0,1
TLS-PDX,1.0,1
LYS-TGD,1.0,1
BSL-SOU,1.0,1
LIL-CUN,1.0,1
MRS-PDX,1.0,1
BSL-MLW,1.0,1
RNS-CKY,1.0,1
SXB-BRE,1.0,1
MPL-SJU,1.0,1
LIL-ODS,1.0,1
AJA-BHX,1.0,1
BSL-YFC,1.0,1
BSL-YSJ,1.0,1
PGF-AGA,1.0,1
RNS-ZRH,1.0,1
NCE-TPE,1.0,1
NTE-MBA,1.0,1
BIQ-LIL,1.0,1
LYS-TPA,1.0,1
PAR-POM,1.0,1
SXB-HNL,1.0,1
NCE-BKO,1.0,1
ETZ-FLN,1.0,1
CMF-BKK,1.0,1
NTE-HEL,1.0,1
MRS-SOU,1.0,1
MRS-BZV,1.0,1
LYS-HTY,1.0,1
TLS-FLR,1.0,1
AJA-GOT,1.0,1
LYS-LBA,1.0,1
PAR-REX,1.0,1
BIQ-CLY,1.0,1
BIQ-BIA,1.0,1
PAR-TOE,1.0,1
PAR-SRG,1.0,1
MRS-STI,1.0,1
CFE-BLQ,1.0,1
NCE-HDS,1.0,1
SXB-BIO,1.0,1
TLS-AKL,1.0,1
ETZ-AMS,1.0,1
CFR-BLQ,1.0,1
LIL-ATH,1.0,1
TLN-SXB,1.0,1
PAR-DAD,1.0,1
NTE-PHL,1.0,1
ETZ-LON,1.0,1
BSL-PUS,1.0,1
PUF-MRS,1.0,1
TLS-YQB,1.0,1
TLS-BQC,1.0,1
BSL-TPE,1.0,1
NTE-ATW,1.0,1
TLS-SVG,1.0,1
PUF-NCE,1.0,1
PAR-IZO,1.0,1
PAR-HIJ,1.0,1
PAR-TAK,1.0,1
PAR-FKS,1.0,1
CLY-OPO,1.0,1
TLS-FAE,1.0,1
MPL-FLR,1.0,1
BIA-BUH,1.0,1
BSL-FKB,1.0,1
NCE-BGO,1.0,1
BSL-HYD,1.0,1
NCE-KSU,1.0,1
TLS-MVD,1.0,1
TLS-MBA,1.0,1
BIQ-OPO,1.0,1
LIL-MPM,1.0,1
SXB-BOG,1.0,1
MRS-UIP,1.0,1
BOD-ETZ,1.0,1
GNO-NAT,1.0,1
MRS-ATW,1.0,1
BSL-CAG,1.0,1
PAR-HRK,1.0,1
BOD-INC,1.0,1
ETZ-YMQ,1.0,1
BSL-SZF,1.0,1
UIP-FDF,1.0,1
BOD-CUN,1.0,1
ETZ-MLA,1.0,1
BSL-SYR,1.0,1
PAR-LEU,1.0,1
PGF-AMS,1.0,1
MRS-MPL,1.0,1
VAF-NCE,1.0,1
NCE-FUE,1.0,1
LYS-ORL,1.0,1
NTE-BHX,1.0,1
NCE-BZV,1.0,1
PAR-YGJ,1.0,1
NCE-GSO,1.0,1
LYS-SPC,1.0,1
PAR-DAX,1.0,1
AUR-RDU,1.0,1
LIL-CLY,1.0,1
AJA-AGP,1.0,1
BSL-VVO,1.0,1
PAR-CKG,1.0,1
NTE-PNA,1.0,1
BSL-BSB,1.0,1
PAR-HRL,1.0,1
CMF-DUS,1.0,1
BES-WAW,1.0,1
BSL-BOM,1.0,1
BSL-GUA,1.0,1
NCE-BDS,1.0,1
PAR-EUX,1.0,1
NCE-TER,1.0,1
BSL-EVN,1.0,1
DCM-RUN,1.0,1
BIA-LUX,1.0,1
SXB-TCI,1.0,1
BIQ-STO,1.0,1
TLS-CLO,1.0,1
PUF-MAN,1.0,1
RNS-FDF,1.0,1
LYS-LIG,1.0,1
BSL-GOT,1.0,1
BIQ-ALC,1.0,1
BOD-BLL,1.0,1
NTE-GRZ,1.0,1
MPL-BHX,1.0,1
ETZ-BES,1.0,1
TLN-MUC,1.0,1
LYS-DHC,1.0,1
BIQ-TRN,1.0,1
NCE-WRO,1.0,1
GNO-HRE,1.0,1
LYS-HRE,1.0,1
BVE-LON,1.0,1
PAR-NWI,1.0,1
TLS-BLR,1.0,1
BIA-MUC,1.0,1
MRS-PBI,1.0,1
MRS-SSH,1.0,1
BIA-WAW,1.0,1
LYS-TRV,1.0,1
GNO-TRV,1.0,1
BOD-PSA,1.0,1
PAR-AGS,1.0,1
BES-CWL,1.0,1
CFE-LYS,1.0,1
PGF-MIL,1.0,1
TLS-BDU,1.0,1
BOD-HER,1.0,1
TLS-DJE,1.0,1
DCM-DJE,1.0,1
MPL-MRU,1.0,1
FNI-MRU,1.0,1
BOD-PMO,1.0,1
BOD-AZS,1.0,1
SXB-BEG,1.0,1
CFE-LUX,1.0,1
BSL-OHD,1.0,1
SXB-TYO,1.0,1
MRS-LNZ,1.0,1
BSL-KLU,1.0,1
SXB-TOS,1.0,1
TLS-VTE,1.0,1
PIS-LYS,1.0,1
BSL-JKT,1.0,1
LYS-CBG,1.0,1
MRS-DZA,1.0,1
GNO-YOW,1.0,1
LIL-FDF,1.0,1
BIQ-FLR,1.0,1
LYS-CRK,1.0,1
SXB-BDS,1.0,1
PAR-SCV,1.0,1
LYS-RGN,1.0,1
MRS-GZT,1.0,1
NCE-MSY,1.0,1
MRS-LOS,1.0,1
PAR-AXD,1.0,1
LIL-WAS,1.0,1
RNS-FRA,1.0,1
PAR-IWK,1.0,1
PAR-ASM,1.0,1
TLS-SJJ,1.0,1
LIL-FSC,1.0,1
GNO-GRX,1.0,1
MPL-EIN,1.0,1
MPL-LCA,1.0,1
BIA-DCM,1.0,1
NTE-VGO,1.0,1
FSC-BRU,1.0,1
BSL-CEB,1.0,1
LIG-CWL,1.0,1
PAR-TIJ,1.0,1
PAR-CGB,1.0,1
NCE-FNA,1.0,1
MRS-SFG,1.0,1
BSL-LIM,1.0,1
PAR-BHM,1.0,1
ANE-MOW,1.0,1
RNS-MOW,1.0,1
LIL-CHQ,1.0,1
LIL-EBB,1.0,1
LYS-SID,1.0,1
AVN-HEL,1.0,1
PAR-ABY,1.0,1
CMF-AMS,1.0,1
BSL-DAC,1.0,1
PAR-EZS,1.0,1
NTE-BEL,1.0,1
GNO-ACE,1.0,1
TUF-VIX,1.0,1
LIL-KGL,1.0,1
NTE-OAK,1.0,1
BSL-ANR,1.0,1
PAR-SAP,1.0,1
MRS-MSN,1.0,1
BOD-PVR,1.0,1
NTE-POZ,1.0,1
SXB-CWL,1.0,1
CFE-TUN,1.0,1
PAR-JOG,1.0,1
NTE-PEW,1.0,1
CFR-AMS,1.0,1
NCE-ORN,1.0,1
RNS-TRN,1.0,1
TLS-JSI,1.0,1
LYS-DAD,1.0,1
TLS-IXM,1.0,1
BSL-LLW,1.0,1
LYS-WUH,1.0,1
VAF-LON,1.0,1
NCE-BQC,1.0,1
TLS-MBJ,1.0,1
NCE-MFM,1.0,1
NTE-OMA,1.0,1
LYS-FMO,1.0,1
NCE-RHO,1.0,1
CLY-DUS,1.0,1
NTE-CUZ,1.0,1
PAR-ERF,1.0,1
GNO-BRU,1.0,1
BIA-VIE,1.0,1
NTE-REC,1.0,1
LYS-DLM,1.0,1
MRS-ECN,1.0,1
